mu0 A1 A2 dim_unstable
3.34 -0.47187568984497036 -0.47187568984497036 1
3.35 -0.47258156262526085 -0.47258156262526085 1
3.36 -0.4732863826479693 -0.4732863826479693 1
3.37 -0.4739901546094251 -0.4739901546094251 1
3.38 -0.47469288317114394 -0.47469288317114394 1
3.39 -0.4753945729601885 -0.4753945729601885 1
3.4 -0.47609522856952335 -0.47609522856952335 1
3.41 -0.476794854558366 -0.476794854558366 1
3.42 -0.47749345545253286 -0.47749345545253286 1
3.43 -0.4781910357447813 -0.4781910357447813 1
3.44 -0.4788875998951459 -0.4788875998951459 1
3.45 -0.47958315233127197 -0.47958315233127197 1
3.46 -0.4802776974487433 -0.4802776974487433 1
3.47 -0.48097123961140686 -0.48097123961140686 1
3.48 -0.48166378315169184 -0.48166378315169184 1
3.49 -0.4823553323709262 -0.4823553323709262 1
3.5 -0.48304589153964794 -0.48304589153964794 1
3.51 -0.48373546489791297 -0.48373546489791297 1
3.52 -0.4844240566555987 -0.4844240566555987 1
3.53 -0.4851116709927038 -0.4851116709927038 1
3.54 -0.4857983120596448 -0.4857983120596448 1
3.55 -0.48648398397754744 -0.48648398397754744 1
3.56 -0.48716869083853626 -0.48716869083853626 1
3.57 -0.48785243670601874 -0.48785243670601874 1
3.58 -0.488535225614967 -0.488535225614967 1
3.59 -0.48921706157219547 -0.48921706157219547 1
3.6 -0.48989794855663565 -0.48989794855663565 1
3.61 -0.49057789051960615 -0.49057789051960615 1
3.62 -0.4912568913850811 -0.4912568913850811 1
3.63 -0.4919349550499537 -0.4919349550499537 1
3.64 -0.4926120853842978 -0.4926120853842978 1
3.65 -0.49328828623162474 -0.49328828623162474 1
3.66 -0.4939635614091388 -0.4939635614091388 1
3.67 -0.49463791470798785 -0.49463791470798785 1
3.68 -0.4953113498935123 -0.4953113498935123 1
3.69 -0.49598387070548977 -0.49598387070548977 1
3.7 -0.49665548085837796 -0.49665548085837796 1
3.71 -0.4973261840415537 -0.4973261840415537 1
3.72 -0.4979959839195493 -0.4979959839195493 1
3.73 -0.49866488413228643 -0.49866488413228643 1
3.74 -0.4993328882953068 -0.4993328882953068 1
3.75 -0.5 -0.5 1
3.76 -0.500666222813829 -0.500666222813829 1
3.77 -0.5013315602805526 -0.5013315602805526 1
3.78 -0.5019960159204453 -0.5019960159204453 1
3.79 -0.5026595932305149 -0.5026595932305149 1
3.8 -0.5033222956847166 -0.5033222956847166 1
3.81 -0.503984126734166 -0.503984126734166 1
3.82 -0.5046450898073483 -0.5046450898073483 1
3.83 -0.5053051883103253 -0.5053051883103253 1
3.84 -0.5059644256269407 -0.5059644256269407 1
3.85 -0.5066228051190221 -0.5066228051190221 1
3.86 -0.5072803301265814 -0.5072803301265814 1
3.87 -0.5079370039680118 -0.5079370039680118 1
3.88 -0.508592829940284 -0.508592829940284 1
3.89 -0.509247811319139 -0.509247811319139 1
3.9 -0.5099019513592785 -0.5099019513592785 1
3.91 -0.5105552532945545 -0.5105552532945545 1
3.92 -0.511207720338155 -0.511207720338155 1
3.93 -0.5118593556827891 -0.5118593556827891 1
3.94 -0.5125101625008686 -0.5125101625008686 1
3.95 -0.5131601439446885 -0.5131601439446885 1
3.96 -0.5138093031466051 -0.5138093031466051 1
3.97 -0.5144576432192126 -0.5144576432192126 1
3.98 -0.5151051672555162 -0.5151051672555162 1
3.99 -0.5157518783291051 -0.5157518783291051 1
4.0 -0.5163977794943223 -0.5163977794943223 1
4.01 -0.517042873786433 -0.517042873786433 1
4.02 -0.5176871642217914 -0.5176871642217914 1
4.03 -0.5183306537980044 -0.5183306537980044 1
4.04 -0.518973345494095 -0.518973345494095 1
4.05 -0.5196152422706632 -0.5196152422706632 1
4.06 -0.5202563470700445 -0.5202563470700445 1
4.07 -0.5208966628164682 -0.5208966628164682 1
4.08 -0.5215361924162119 -0.5215361924162119 1
4.09 -0.5221749387577563 -0.5221749387577563 1
4.1 -0.5228129047119373 -0.5228129047119373 1
4.11 -0.523450093132096 -0.523450093132096 1
4.12 -0.524086506854228 -0.524086506854228 1
4.13 -0.5247221486971303 -0.5247221486971303 1
4.14 -0.5253570214625479 -0.5253570214625479 1
4.15 -0.5259911279353167 -0.5259911279353167 1
4.16 -0.5266244708835067 -0.5266244708835067 1
4.17 -0.5272570530585627 -0.5272570530585627 1
4.18 -0.5278888771954441 -0.5278888771954441 1
4.19 -0.5285199460127624 -0.5285199460127624 1
4.2 -0.5291502622129182 -0.5291502622129182 1
4.21 -0.5297798284822354 -0.5297798284822354 1
4.22 -0.5304086474910956 -0.5304086474910956 1
4.23 -0.5310367218940701 -0.5310367218940701 1
4.24 -0.5316640543300503 -0.5316640543300503 1
4.25 -0.5322906474223771 -0.5322906474223771 1
4.26 -0.5329165037789692 -0.5329165037789692 1
4.27 -0.5335416259924493 -0.5335416259924493 1
4.28 -0.5341660166402702 -0.5341660166402702 1
4.29 -0.5347896782848375 -0.5347896782848375 1
4.3 -0.5354126134736337 -0.5354126134736337 1
4.31 -0.5360348247393385 -0.5360348247393385 1
4.32 -0.5366563145999497 -0.5366563145999497 1
4.33 -0.5372770855589011 -0.5372770855589011 1
4.34 -0.5378971401051815 -0.5378971401051815 1
4.35 -0.5385164807134504 -0.5385164807134504 1
4.36 -0.5391351098441528 -0.5391351098441528 1
4.37 -0.5397530299436339 -0.5397530299436339 1
4.38 -0.5403702434442519 -0.5403702434442519 1
4.39 -0.5409867527644893 -0.5409867527644893 1
4.4 -0.5416025603090641 -0.5416025603090641 1
4.41 -0.5422176684690384 -0.5422176684690384 1
4.42 -0.5428320796219275 -0.5428320796219275 1
4.43 -0.5434457961318068 -0.5434457961318068 1
4.44 -0.5440588203494178 -0.5440588203494178 1
4.45 -0.544671154612273 -0.544671154612273 1
4.46 -0.5452828012447609 -0.5452828012447609 1
4.47 -0.5458937625582472 -0.5458937625582472 1
4.48 -0.5465040408511787 -0.5465040408511787 1
4.49 -0.5471136384091823 -0.5471136384091823 1
4.5 -0.5477225575051661 -0.5477225575051661 1
4.51 -0.5483308003994182 -0.5483308003994182 1
4.52 -0.548938369339704 -0.548938369339704 1
4.53 -0.5495452665613635 -0.5495452665613635 1
4.54 -0.5501514942874068 -0.5501514942874068 1
4.55 -0.5507570547286101 -0.5507570547286101 1
4.56 -0.5513619500836088 -0.5513619500836088 1
4.57 -0.551966182538991 -0.551966182538991 1
4.58 -0.5525697542693894 -0.5525697542693894 1
4.59 -0.5531726674375732 -0.5531726674375732 1
4.6 -0.5537749241945383 -0.5537749241945383 1
4.61 -0.5543765266795966 -0.5543765266795966 1
4.62 -0.5549774770204643 -0.5549774770204643 1
4.63 -0.5555777773333511 -0.5555777773333511 1
4.64 -0.5561774297230456 -0.5561774297230456 1
4.65 -0.5567764362830022 -0.5567764362830022 1
4.66 -0.5573747990954261 -0.5573747990954261 1
4.67 -0.5579725202313581 -0.5579725202313581 1
4.68 -0.5585696017507576 -0.5585696017507576 1
4.69 -0.5591660457025862 -0.5591660457025862 1
4.7 -0.5597618541248888 -0.5597618541248888 1
4.71 -0.560357029044876 -0.560357029044876 1
4.72 -0.5609515724790035 -0.5609515724790035 1
4.73 -0.5615454864330524 -0.5615454864330524 1
4.74 -0.5621387729022078 -0.5621387729022078 1
4.75 -0.5627314338711378 -0.5627314338711378 1
4.76 -0.5633234713140695 -0.5633234713140695 1
4.77 -0.5639148871948674 -0.5639148871948674 1
4.78 -0.5645056834671079 -0.5645056834671079 1
4.79 -0.5650958620741557 -0.5650958620741557 1
4.8 -0.565685424949238 -0.565685424949238 1
4.81 -0.5662743740155178 -0.5662743740155178 1
4.82 -0.5668627111861684 -0.5668627111861684 1
4.83 -0.5674504383644443 -0.5674504383644443 1
4.84 -0.5680375574437544 -0.5680375574437544 1
4.85 -0.5686240703077327 -0.5686240703077327 1
4.86 -0.5692099788303083 -0.5692099788303083 1
4.87 -0.5697952848757759 -0.5697952848757759 1
4.88 -0.570379990298865 -0.570379990298865 1
4.89 -0.5709640969448079 -0.5709640969448079 1
4.9 -0.5715476066494083 -0.5715476066494083 1
4.91 -0.572130521239108 -0.572130521239108 1
4.92 -0.5727128425310541 -0.5727128425310541 1
4.93 -0.573294572333165 -0.573294572333165 1
4.94 -0.5738757124441958 -0.5738757124441958 1
4.95 -0.5744562646538028 -0.5744562646538028 1
4.96 -0.5750362307426087 -0.5750362307426087 1
4.97 -0.5756156124822652 -0.5756156124822652 1
4.98 -0.5761944116355173 -0.5761944116355173 1
4.99 -0.5767726299562651 -0.5767726299562651 1
5.0 -0.5773502691896258 -0.5773502691896258 1
5.01 -0.5779273310719956 -0.5779273310719956 1
5.02 -0.5785038173311103 -0.5785038173311103 1
5.03 -0.5790797296861058 -0.5790797296861058 1
5.04 -0.5796550698475775 -0.5796550698475775 1
5.05 -0.5802298395176404 -0.5802298395176404 1
5.06 -0.5808040403899867 -0.5808040403899867 1
5.07 -0.5813776741499453 -0.5813776741499453 1
5.08 -0.5819507424745385 -0.5819507424745385 1
5.09 -0.5825232470325398 -0.5825232470325398 1
5.1 -0.58309518948453 -0.58309518948453 1
5.11 -0.5836665714829544 -0.5836665714829544 1
5.12 -0.5842373946721772 -0.5842373946721772 1
5.13 -0.5848076606885378 -0.5848076606885378 1
5.14 -0.5853773711604051 -0.5853773711604051 1
5.15 -0.5859465277082315 -0.5859465277082315 1
5.16 -0.5865151319446072 -0.5865151319446072 1
5.17 -0.587083185474313 -0.587083185474313 1
5.18 -0.5876506898943735 -0.5876506898943735 1
5.19 -0.5882176467941097 -0.5882176467941097 1
5.2 -0.5887840577551898 -0.5887840577551898 1
5.21 -0.589349924351682 -0.589349924351682 1
5.22 -0.589915248150105 -0.589915248150105 1
5.23 -0.5904800307094785 -0.5904800307094785 1
5.24 -0.5910442735813733 -0.5910442735813733 1
5.25 -0.5916079783099616 -0.5916079783099616 1
5.26 -0.5921711464320654 -0.5921711464320654 1
5.27 -0.5927337794772062 -0.5927337794772062 1
5.28 -0.5932958789676531 -0.5932958789676531 1
5.29 -0.5938574464184705 -0.5938574464184705 1
5.3 -0.5944184833375669 -0.5944184833375669 1
5.31 -0.5949789912257406 -0.5949789912257406 1
5.32 -0.5955389715767279 -0.5955389715767279 1
5.33 -0.5960984258772483 -0.5960984258772483 1
5.34 -0.5966573556070519 -0.5966573556070519 1
5.35 -0.5972157622389639 -0.5972157622389639 1
5.36 -0.5977736472389306 -0.5977736472389306 1
5.37 -0.5983310120660636 -0.5983310120660636 1
5.38 -0.5988878581726855 -0.5988878581726855 1
5.39 -0.5994441870043726 -0.5994441870043726 1
